test_id	language	trial_set
ivec15-lre_tkfankc	amharic	eval
ivec15-lre_tkgwitc	slovak	eval
ivec15-lre_tkjexxc	georgian	eval
ivec15-lre_tkjvpdc	swahili	eval
ivec15-lre_tkmhqac	kurdish	eval
ivec15-lre_tkmmdkc	tatar	prog
ivec15-lre_tkqbfic	oromo	eval
ivec15-lre_tkrmwic	hindi	prog
ivec15-lre_tksjouc	out_of_set	prog
ivec15-lre_tktgjdc	out_of_set	eval
ivec15-lre_tkuikwc	dari	prog
ivec15-lre_tkvnszc	zulu	prog
ivec15-lre_tlebtrc	out_of_set	prog
ivec15-lre_tlewavc	bosnian	prog
ivec15-lre_tlgzdlc	cantonese	eval
ivec15-lre_tlhpmoc	punjabi	eval
ivec15-lre_tlhuypc	out_of_set	eval
ivec15-lre_tljmcxc	out_of_set	eval
ivec15-lre_tljwdkc	punjabi	eval
ivec15-lre_tlpgkfc	romanian	eval
ivec15-lre_tlprdcc	zulu	eval
ivec15-lre_tlransc	english	eval
ivec15-lre_tlsxkuc	french	eval
ivec15-lre_tlvqdbc	tagalog	eval
ivec15-lre_tlwbjnc	georgian	eval
ivec15-lre_tmblbuc	bengali	eval
ivec15-lre_tmcjqjc	english	eval
ivec15-lre_tmltiuc	armenian	eval
ivec15-lre_tmmwwzc	french	eval
ivec15-lre_tmvjxec	out_of_set	prog
ivec15-lre_tncsrbc	tatar	eval
ivec15-lre_tndynwc	mandarin	eval
ivec15-lre_tniktsc	romanian	eval
ivec15-lre_tnjlwjc	shona	eval
ivec15-lre_tnntdxc	greek	eval
ivec15-lre_tnrckoc	spanish	prog
ivec15-lre_tnthpxc	romanian	eval
ivec15-lre_tntknnc	english	eval
ivec15-lre_tnvpdpc	tagalog	eval
ivec15-lre_tocrjnc	tatar	eval
ivec15-lre_toczadc	georgian	prog
ivec15-lre_toddgjc	bosnian	eval
ivec15-lre_tofycpc	polish	eval
ivec15-lre_tohgpfc	georgian	eval
ivec15-lre_tokiukc	pashto	eval
ivec15-lre_tomsvvc	bosnian	eval
ivec15-lre_tovfrcc	somali	eval
ivec15-lre_towpkgc	out_of_set	eval
ivec15-lre_toxisec	out_of_set	eval
ivec15-lre_tpcxnfc	tibetan	eval
ivec15-lre_tpdrptc	greek	eval
ivec15-lre_tpfyffc	dari	prog
ivec15-lre_tpgqabc	indonesian	prog
ivec15-lre_tphmypc	greek	eval
ivec15-lre_tpkzjgc	out_of_set	eval
ivec15-lre_tpvnpkc	laotian	eval
ivec15-lre_tpvvvmc	farsi	prog
ivec15-lre_tpxolsc	amharic	prog
ivec15-lre_tqcghyc	slovak	prog
ivec15-lre_tqeeqhc	hindi	prog
ivec15-lre_tqihigc	armenian	eval
ivec15-lre_tqimyoc	mandarin	eval
ivec15-lre_tqnotdc	kyryz	eval
ivec15-lre_trigkoc	portuguese	prog
ivec15-lre_trjoewc	tajik	eval
ivec15-lre_trobjlc	out_of_set	prog
ivec15-lre_trwfcyc	out_of_set	eval
ivec15-lre_trxobbc	kyryz	eval
ivec15-lre_trygqdc	armenian	prog
ivec15-lre_tsaqzac	dari	eval
ivec15-lre_tscagwc	georgian	eval
ivec15-lre_tscahuc	turkish	eval
ivec15-lre_tsgylwc	ukrainian	eval
ivec15-lre_tshokdc	czech	eval
ivec15-lre_tsjcfuc	out_of_set	prog
ivec15-lre_tstlbmc	khmer	eval
ivec15-lre_ttcpoic	swahili	prog
ivec15-lre_ttkbnxc	romanian	prog
ivec15-lre_ttmxatc	somali	eval
ivec15-lre_ttpbvpc	georgian	prog
ivec15-lre_ttwrhpc	oromo	prog
ivec15-lre_ttxhsqc	oromo	eval
ivec15-lre_tudbawc	pashto	eval
ivec15-lre_tudwuwc	amharic	eval
ivec15-lre_tufvprc	tajik	eval
ivec15-lre_tugheqc	pashto	eval
ivec15-lre_tuhczrc	dari	eval
ivec15-lre_tuiebzc	pashto	prog
ivec15-lre_tumrxcc	uzbek	eval
ivec15-lre_tuoyavc	slovak	eval
ivec15-lre_turoucc	greek	eval
ivec15-lre_tutqidc	out_of_set	eval
ivec15-lre_tutxkfc	thai	prog
ivec15-lre_tuusuxc	tajik	eval
ivec15-lre_tuvcslc	out_of_set	eval
ivec15-lre_tuwlihc	out_of_set	eval
ivec15-lre_tuyhdwc	kyryz	eval
ivec15-lre_tuyhdxc	portuguese	eval
ivec15-lre_tuzopbc	farsi	prog
ivec15-lre_tveougc	out_of_set	eval
ivec15-lre_tvfwgic	romanian	prog
ivec15-lre_tvjunac	farsi	prog
ivec15-lre_tvmshmc	bengali	prog
ivec15-lre_tvnaofc	french	prog
ivec15-lre_tvwgmpc	arabic	prog
ivec15-lre_twbnnuc	kazakh	eval
ivec15-lre_twdxcfc	bosnian	eval
ivec15-lre_twemglc	ukrainian	prog
ivec15-lre_twgosac	khmer	eval
ivec15-lre_twhlcjc	turkish	eval
ivec15-lre_twinbic	bosnian	eval
ivec15-lre_twjsewc	kosovo	prog
ivec15-lre_twmxkzc	korean	prog
ivec15-lre_twopnxc	out_of_set	prog
ivec15-lre_twrjhkc	turkish	eval
ivec15-lre_twzudkc	punjabi	eval
ivec15-lre_txadcyc	zulu	eval
ivec15-lre_txdzwnc	kyryz	eval
ivec15-lre_txglrac	pashto	eval
ivec15-lre_txozujc	out_of_set	eval
ivec15-lre_txppanc	english	eval
ivec15-lre_txtqqjc	uzbek	eval
ivec15-lre_txypcuc	armenian	eval
ivec15-lre_tybgvhc	polish	prog
ivec15-lre_tybpgzc	bosnian	eval
ivec15-lre_tyekonc	out_of_set	eval
ivec15-lre_tygmgwc	tibetan	eval
ivec15-lre_tygmgyc	azerbaijani	prog
ivec15-lre_tygqtkc	mandarin	eval
ivec15-lre_tyivvqc	slovak	eval
ivec15-lre_tylpwpc	burmese	eval
ivec15-lre_tymvpdc	hindi	eval
ivec15-lre_tymzkkc	out_of_set	prog
ivec15-lre_tyohcdc	shona	prog
ivec15-lre_tyrbflc	tajik	eval
ivec15-lre_tyrfouc	indonesian	prog
ivec15-lre_tyzrwuc	laotian	prog
ivec15-lre_tzjmpxc	kazakh	prog
ivec15-lre_tzmpqcc	burmese	eval
ivec15-lre_tzocbac	out_of_set	eval
ivec15-lre_tzoknvc	burmese	prog
ivec15-lre_tzqfxac	out_of_set	eval
ivec15-lre_tzucctc	mandarin	eval
ivec15-lre_tzyvvgc	burmese	eval
ivec15-lre_tzyylsc	laotian	eval
ivec15-lre_uaafqjc	urdu	eval
ivec15-lre_uaegqlc	swahili	eval
ivec15-lre_uafnvxc	french	eval
ivec15-lre_uaggykc	out_of_set	eval
ivec15-lre_uahaccc	urdu	eval
ivec15-lre_uaiygrc	arabic	eval
ivec15-lre_uajzjnc	kyryz	eval
ivec15-lre_uarkqfc	bosnian	eval
ivec15-lre_uavtxsc	hausa	eval
ivec15-lre_uawluac	uzbek	prog
ivec15-lre_ubeadkc	tibetan	eval
ivec15-lre_ubgasyc	greek	eval
ivec15-lre_ubhzmyc	out_of_set	eval
ivec15-lre_ublzwmc	out_of_set	eval
ivec15-lre_ubogtvc	korean	prog
ivec15-lre_ubovdbc	out_of_set	eval
ivec15-lre_ubqipec	out_of_set	eval
ivec15-lre_ubsjsrc	out_of_set	eval
ivec15-lre_ubuspoc	korean	prog
ivec15-lre_ubvmcqc	out_of_set	eval
ivec15-lre_ubxsqgc	polish	prog
ivec15-lre_ubzptkc	kurdish	prog
ivec15-lre_ucbjenc	kurdish	eval
ivec15-lre_ucccisc	khmer	eval
ivec15-lre_ucjhhyc	turkish	eval
ivec15-lre_ucjwulc	kyryz	eval
ivec15-lre_uckcwic	out_of_set	prog
ivec15-lre_uctxnfc	shona	prog
ivec15-lre_ucwbatc	out_of_set	eval
ivec15-lre_uczbsmc	hausa	eval
ivec15-lre_udbbcrc	khmer	eval
ivec15-lre_udjafjc	portuguese	prog
ivec15-lre_udmyqbc	tajik	prog
ivec15-lre_udrhiac	tagalog	eval
ivec15-lre_udtijec	armenian	eval
ivec15-lre_udxdqtc	azerbaijani	eval
ivec15-lre_udxhwgc	out_of_set	prog
ivec15-lre_udysixc	romanian	eval
ivec15-lre_udzfuuc	kazakh	prog
ivec15-lre_uedvmwc	out_of_set	eval
ivec15-lre_uehedwc	japanese	eval
ivec15-lre_uehyxrc	uzbek	prog
ivec15-lre_uelkjjc	out_of_set	eval
ivec15-lre_ueqlezc	out_of_set	eval
ivec15-lre_uesrqqc	tibetan	eval
ivec15-lre_uewnbic	laotian	eval
ivec15-lre_uexdkxc	zulu	eval
ivec15-lre_uexgllc	english	eval
ivec15-lre_ufclloc	out_of_set	eval
ivec15-lre_ufdrhxc	polish	eval
ivec15-lre_ufensnc	out_of_set	eval
ivec15-lre_ufesylc	indonesian	eval
ivec15-lre_ufjfdxc	laotian	eval
ivec15-lre_ufqchbc	punjabi	eval
ivec15-lre_ufqfmpc	punjabi	prog
ivec15-lre_ufreeqc	tajik	prog
ivec15-lre_ufunxrc	pashto	eval
ivec15-lre_ufzuimc	swahili	prog
ivec15-lre_ugauvbc	georgian	eval
ivec15-lre_ughvimc	korean	prog
ivec15-lre_ugitrmc	indonesian	prog
ivec15-lre_ugkpmrc	spanish	eval
ivec15-lre_uglxedc	uzbek	eval
ivec15-lre_ugvlvgc	out_of_set	prog
ivec15-lre_ugxomuc	korean	prog
ivec15-lre_uhbrftc	georgian	prog
ivec15-lre_uhhmeec	farsi	prog
ivec15-lre_uhltwsc	shona	eval
ivec15-lre_uhmfinc	japanese	prog
ivec15-lre_uhuotyc	out_of_set	eval
ivec15-lre_uhxbjxc	slovak	eval
ivec15-lre_uhyltbc	georgian	eval
ivec15-lre_uigayrc	tibetan	eval
ivec15-lre_uioeavc	polish	prog
ivec15-lre_uipbgcc	turkish	eval
ivec15-lre_uipyuic	oromo	prog
ivec15-lre_uiqptec	swahili	eval
ivec15-lre_uittwxc	out_of_set	eval
ivec15-lre_ujbgarc	out_of_set	eval
ivec15-lre_ujbppic	bosnian	eval
ivec15-lre_ujctdgc	farsi	eval
ivec15-lre_ujfatpc	english	eval
ivec15-lre_ujjdzdc	kurdish	eval
ivec15-lre_ujkenyc	out_of_set	prog
ivec15-lre_ujupdqc	french	eval
ivec15-lre_ukafsec	zulu	eval
ivec15-lre_ukccuec	burmese	prog
ivec15-lre_ukcsjec	kyryz	eval
ivec15-lre_ukcwlcc	english	prog
ivec15-lre_ukjhtfc	bosnian	eval
ivec15-lre_ukjilcc	portuguese	eval
ivec15-lre_uklmjxc	russian	eval
ivec15-lre_uknpyxc	creole	prog
ivec15-lre_uknxgqc	indonesian	prog
ivec15-lre_ukqdgoc	farsi	eval
ivec15-lre_ukrttdc	greek	prog
ivec15-lre_ukvgdac	zulu	prog
ivec15-lre_ukvhepc	out_of_set	eval
ivec15-lre_ukvzksc	out_of_set	prog
ivec15-lre_ukwmhvc	out_of_set	eval
ivec15-lre_ukwplbc	shona	eval
ivec15-lre_ukwyuuc	kurdish	prog
ivec15-lre_ukysasc	swahili	eval
ivec15-lre_ukzezlc	english	eval
ivec15-lre_ulkpxbc	spanish	eval
ivec15-lre_ulmrync	portuguese	eval
ivec15-lre_ulwinjc	swahili	prog
ivec15-lre_umcodoc	bosnian	prog
ivec15-lre_umdfxlc	spanish	eval
ivec15-lre_umipsnc	out_of_set	eval
ivec15-lre_umjcdzc	laotian	prog
ivec15-lre_umjyqvc	out_of_set	prog
ivec15-lre_umlghdc	out_of_set	prog
ivec15-lre_ummnloc	burmese	eval
ivec15-lre_umndasc	creole	eval
ivec15-lre_umstrxc	farsi	eval
ivec15-lre_umtqhyc	greek	eval
ivec15-lre_umuyvcc	bengali	eval
ivec15-lre_uncbqec	tagalog	eval
ivec15-lre_unfvwmc	arabic	eval
ivec15-lre_ungsozc	kazakh	prog
ivec15-lre_unheibc	french	eval
ivec15-lre_unkidlc	out_of_set	eval
ivec15-lre_unmefec	mandarin	eval
ivec15-lre_unqohyc	hausa	eval
ivec15-lre_unyjfac	hindi	eval
ivec15-lre_uodpjzc	out_of_set	eval
ivec15-lre_uolvslc	tajik	eval
ivec15-lre_uonwrvc	out_of_set	eval
ivec15-lre_uoobnic	mandarin	prog
ivec15-lre_uooiozc	tajik	eval
ivec15-lre_uooyebc	out_of_set	eval
ivec15-lre_uoqhtcc	english	prog
ivec15-lre_uoqujtc	kosovo	eval
ivec15-lre_uosdhpc	russian	eval
ivec15-lre_uoslgyc	out_of_set	eval
ivec15-lre_uowktmc	georgian	prog
ivec15-lre_uoxhgcc	somali	eval
ivec15-lre_uoyjafc	tatar	prog
ivec15-lre_upcslec	azerbaijani	eval
ivec15-lre_upghcnc	burmese	eval
ivec15-lre_uphgvoc	greek	eval
ivec15-lre_upslric	spanish	prog
ivec15-lre_uptypzc	kurdish	eval
ivec15-lre_upvevic	mandarin	prog
ivec15-lre_upwewwc	mandarin	eval
ivec15-lre_uqdaric	tagalog	eval
ivec15-lre_uqiildc	bengali	eval
ivec15-lre_uqloggc	russian	prog
ivec15-lre_uqmigtc	cantonese	eval
ivec15-lre_uqovdvc	out_of_set	eval
ivec15-lre_uqytyac	urdu	eval
ivec15-lre_urafzgc	ukrainian	eval
ivec15-lre_urebyic	russian	prog
ivec15-lre_urftbac	khmer	eval
ivec15-lre_urlafqc	french	eval
ivec15-lre_urlxqxc	hindi	eval
ivec15-lre_urpwxyc	punjabi	prog
ivec15-lre_urrwyoc	tatar	eval
ivec15-lre_urstnxc	czech	eval
ivec15-lre_urwlwxc	out_of_set	eval
ivec15-lre_urxjorc	laotian	eval
ivec15-lre_usafdzc	kurdish	prog
ivec15-lre_usiodjc	out_of_set	eval
ivec15-lre_usmjchc	urdu	eval
ivec15-lre_uspgunc	out_of_set	eval
ivec15-lre_usrkozc	kyryz	eval
ivec15-lre_usspvtc	thai	eval
ivec15-lre_uszlagc	azerbaijani	eval
ivec15-lre_utbxwic	out_of_set	eval
ivec15-lre_utgqlyc	russian	eval
ivec15-lre_utlayfc	shona	eval
ivec15-lre_utmyubc	dari	eval
ivec15-lre_utrdgec	somali	prog
ivec15-lre_utshhrc	pashto	prog
ivec15-lre_uttzkxc	out_of_set	eval
ivec15-lre_utzesgc	bengali	prog
ivec15-lre_utzvugc	punjabi	eval
ivec15-lre_uuarukc	out_of_set	eval
ivec15-lre_uucqcgc	out_of_set	eval
ivec15-lre_uuitlrc	shona	eval
ivec15-lre_uulxafc	english	prog
ivec15-lre_uunmcwc	oromo	prog
ivec15-lre_uupalpc	out_of_set	eval
ivec15-lre_uuphtjc	tagalog	prog
ivec15-lre_uurtobc	creole	eval
ivec15-lre_uuuenpc	punjabi	eval
ivec15-lre_uuuhhac	out_of_set	eval
ivec15-lre_uuuktqc	urdu	prog
ivec15-lre_uuvsyhc	georgian	eval
ivec15-lre_uuvvobc	out_of_set	prog
ivec15-lre_uuvzkzc	polish	eval
ivec15-lre_uuzkkkc	amharic	eval
ivec15-lre_uuzvbac	out_of_set	eval
ivec15-lre_uvfmpbc	georgian	prog
ivec15-lre_uvpyaac	tagalog	eval
ivec15-lre_uwbmjac	tagalog	prog
ivec15-lre_uwcfzrc	korean	eval
ivec15-lre_uwkjrnc	farsi	prog
ivec15-lre_uwnsvbc	out_of_set	eval
ivec15-lre_uwpnrzc	russian	eval
ivec15-lre_uwuwyuc	japanese	eval
ivec15-lre_uxbepzc	out_of_set	eval
ivec15-lre_uxekvqc	dari	eval
ivec15-lre_uxihznc	out_of_set	eval
ivec15-lre_uxnivfc	out_of_set	prog
ivec15-lre_uxqajtc	out_of_set	eval
ivec15-lre_uxqoawc	tibetan	eval
ivec15-lre_uxuczec	somali	prog
ivec15-lre_uxxueuc	polish	eval
ivec15-lre_uyapzqc	shona	prog
ivec15-lre_uybahkc	russian	eval
ivec15-lre_uycdgac	romanian	eval
ivec15-lre_uydzxuc	english	eval
ivec15-lre_uyelbgc	arabic	eval
ivec15-lre_uymxtfc	japanese	eval
ivec15-lre_uystonc	amharic	eval
ivec15-lre_uytkabc	out_of_set	prog
ivec15-lre_uyygmpc	out_of_set	eval
ivec15-lre_uzfqkpc	punjabi	eval
ivec15-lre_uznbpac	spanish	eval
ivec15-lre_uzosncc	thai	eval
ivec15-lre_uzpuawc	tajik	eval
ivec15-lre_uzsbofc	out_of_set	prog
ivec15-lre_uztkkfc	hindi	eval
ivec15-lre_uzulpac	hindi	eval
ivec15-lre_uzwmglc	mandarin	eval
ivec15-lre_uzwtodc	tibetan	prog
ivec15-lre_uzxvbec	urdu	eval
ivec15-lre_vabevmc	shona	eval
ivec15-lre_vaczxgc	turkish	eval
ivec15-lre_vadviec	out_of_set	eval
ivec15-lre_vaeavic	indonesian	eval
ivec15-lre_vajmtvc	tagalog	eval
ivec15-lre_vaohwnc	hausa	eval
ivec15-lre_vaueuhc	bengali	prog
ivec15-lre_vavbhac	creole	eval
ivec15-lre_vavegtc	out_of_set	eval
ivec15-lre_vaxjnhc	portuguese	eval
ivec15-lre_vaynvbc	polish	eval
ivec15-lre_vbcisuc	armenian	prog
ivec15-lre_vbcmxbc	greek	prog
ivec15-lre_vbizxgc	out_of_set	eval
ivec15-lre_vblwfuc	cantonese	prog
ivec15-lre_vbopkbc	out_of_set	eval
ivec15-lre_vbowsvc	romanian	eval
ivec15-lre_vbyxarc	dari	eval
ivec15-lre_vbzsyoc	zulu	eval
ivec15-lre_vcabaxc	czech	eval
ivec15-lre_vcbbknc	out_of_set	eval
ivec15-lre_vcbwgdc	hindi	prog
ivec15-lre_vccenac	out_of_set	eval
ivec15-lre_vcdstvc	out_of_set	eval
ivec15-lre_vchixlc	azerbaijani	eval
ivec15-lre_vcljszc	out_of_set	eval
ivec15-lre_vcpfhoc	hindi	prog
ivec15-lre_vcptpvc	uzbek	eval
ivec15-lre_vcqlkkc	swahili	prog
ivec15-lre_vcqmtcc	armenian	prog
ivec15-lre_vcqxdqc	azerbaijani	eval
ivec15-lre_vcxlhnc	out_of_set	prog
ivec15-lre_vddhfbc	urdu	prog
ivec15-lre_vdkqhgc	out_of_set	eval
ivec15-lre_vdqaiec	azerbaijani	prog
ivec15-lre_vduwssc	out_of_set	prog
ivec15-lre_vdwafjc	romanian	eval
ivec15-lre_veagojc	turkish	prog
ivec15-lre_vejwugc	mandarin	eval
ivec15-lre_venivqc	arabic	eval
ivec15-lre_venrmrc	english	eval
ivec15-lre_vetcovc	french	prog
ivec15-lre_vevndic	out_of_set	eval
ivec15-lre_vewojsc	azerbaijani	eval
ivec15-lre_vfeqsgc	kosovo	prog
ivec15-lre_vfgjonc	greek	eval
ivec15-lre_vfkakgc	bengali	prog
ivec15-lre_vfkgxvc	burmese	eval
ivec15-lre_vfmtdzc	romanian	prog
ivec15-lre_vfnahtc	out_of_set	prog
ivec15-lre_vfpbsjc	somali	eval
ivec15-lre_vfrtlpc	czech	eval
ivec15-lre_vfxkvkc	somali	prog
ivec15-lre_vfylhzc	thai	eval
ivec15-lre_vgatomc	out_of_set	prog
ivec15-lre_vgbgokc	hindi	eval
ivec15-lre_vgbjokc	out_of_set	eval
ivec15-lre_vgcjnlc	out_of_set	eval
ivec15-lre_vggptac	out_of_set	eval
ivec15-lre_vghnzyc	out_of_set	eval
ivec15-lre_vghvfzc	out_of_set	prog
ivec15-lre_vgjuzxc	japanese	eval
ivec15-lre_vgkwyuc	french	eval
ivec15-lre_vgoedxc	pashto	eval
ivec15-lre_vgopikc	shona	prog
ivec15-lre_vgosyoc	thai	eval
ivec15-lre_vgrykmc	pashto	prog
ivec15-lre_vgtixvc	indonesian	eval
ivec15-lre_vguinac	thai	eval
ivec15-lre_vgujxyc	tibetan	eval
ivec15-lre_vguqdbc	tagalog	eval
ivec15-lre_vgvxfbc	spanish	eval
ivec15-lre_vgzywpc	out_of_set	eval
ivec15-lre_vhcfidc	out_of_set	eval
ivec15-lre_vhgkpbc	out_of_set	prog
ivec15-lre_vhknphc	out_of_set	prog
ivec15-lre_vhkvzdc	greek	eval
ivec15-lre_vhoaooc	romanian	eval
ivec15-lre_vhpzlmc	dari	eval
ivec15-lre_vibyloc	out_of_set	prog
ivec15-lre_vidmydc	hausa	eval
ivec15-lre_vievgrc	azerbaijani	eval
ivec15-lre_vifdjic	out_of_set	eval
ivec15-lre_vimdvpc	russian	eval
ivec15-lre_vipzdec	oromo	eval
ivec15-lre_virifsc	burmese	prog
ivec15-lre_vithfxc	zulu	eval
ivec15-lre_vivofuc	armenian	eval
ivec15-lre_viztqtc	out_of_set	eval
ivec15-lre_vjdtggc	zulu	prog
ivec15-lre_vjqdedc	english	eval
ivec15-lre_vjtnazc	tibetan	eval
ivec15-lre_vjunroc	cantonese	prog
ivec15-lre_vkbrslc	romanian	eval
ivec15-lre_vkehgkc	hausa	prog
ivec15-lre_vketetc	tagalog	eval
ivec15-lre_vkgfgvc	urdu	prog
ivec15-lre_vknkatc	out_of_set	prog
ivec15-lre_vkwhioc	out_of_set	prog
ivec15-lre_vkxqkrc	out_of_set	eval
ivec15-lre_vkzmblc	laotian	prog
ivec15-lre_vlaulxc	oromo	eval
ivec15-lre_vlayuoc	out_of_set	prog
ivec15-lre_vlcbmnc	amharic	prog
ivec15-lre_vlepuoc	tajik	eval
ivec15-lre_vlfyhhc	laotian	eval
ivec15-lre_vlgpnwc	bosnian	eval
ivec15-lre_vlhblhc	out_of_set	eval
ivec15-lre_vlizbac	cantonese	eval
ivec15-lre_vlmxhjc	out_of_set	eval
ivec15-lre_vlqnzoc	out_of_set	eval
ivec15-lre_vlqwroc	greek	prog
ivec15-lre_vltheic	indonesian	prog
ivec15-lre_vlufgdc	shona	eval
ivec15-lre_vlxctzc	out_of_set	eval
ivec15-lre_vlxnfjc	laotian	prog
ivec15-lre_vmcegjc	somali	prog
ivec15-lre_vmcqcyc	out_of_set	eval
ivec15-lre_vmevjhc	indonesian	eval
ivec15-lre_vmgkywc	dari	prog
ivec15-lre_vmnmxec	punjabi	eval
ivec15-lre_vmnouec	ukrainian	prog
ivec15-lre_vmnpwfc	creole	eval
ivec15-lre_vmyudsc	out_of_set	eval
ivec15-lre_vmyvujc	cantonese	eval
ivec15-lre_vndjdjc	georgian	eval
ivec15-lre_vnjamac	amharic	eval
ivec15-lre_vnlczsc	korean	eval
ivec15-lre_vnmotec	georgian	eval
ivec15-lre_vnodbvc	kyryz	eval
ivec15-lre_vnqbsnc	shona	eval
ivec15-lre_vnrffxc	burmese	eval
ivec15-lre_vobmcdc	out_of_set	eval
ivec15-lre_voezkdc	somali	prog
ivec15-lre_vohzsac	tagalog	eval
ivec15-lre_voiobgc	pashto	prog
ivec15-lre_vojfygc	out_of_set	prog
ivec15-lre_vojzeic	tibetan	prog
ivec15-lre_vonowvc	czech	eval
ivec15-lre_vopgfdc	kazakh	eval
ivec15-lre_voqvusc	zulu	eval
ivec15-lre_voqxdtc	romanian	eval
ivec15-lre_vosdkzc	kosovo	eval
ivec15-lre_vovclac	bosnian	eval
ivec15-lre_vovpjjc	arabic	eval
ivec15-lre_vowiigc	khmer	eval
ivec15-lre_vowkutc	polish	prog
ivec15-lre_voxyoyc	kurdish	eval
ivec15-lre_voymhoc	kyryz	eval
ivec15-lre_vpidprc	out_of_set	eval
ivec15-lre_vpodzuc	kosovo	prog
ivec15-lre_vpqpojc	romanian	eval
ivec15-lre_vpyfroc	somali	prog
ivec15-lre_vqcoeec	spanish	eval
ivec15-lre_vqfnplc	tagalog	prog
ivec15-lre_vqhpqic	zulu	eval
ivec15-lre_vqnfdzc	armenian	prog
ivec15-lre_vqoklwc	portuguese	eval
ivec15-lre_vqoweoc	russian	prog
ivec15-lre_vqslldc	pashto	prog
ivec15-lre_vqwuljc	creole	eval
ivec15-lre_vrbroac	arabic	prog
ivec15-lre_vreeqsc	english	prog
ivec15-lre_vrgznyc	kyryz	eval
ivec15-lre_vrhkxmc	somali	eval
ivec15-lre_vrhylhc	thai	prog
ivec15-lre_vrozxfc	out_of_set	eval
ivec15-lre_vrpasqc	out_of_set	eval
ivec15-lre_vrsvedc	laotian	eval
ivec15-lre_vrupjec	tatar	eval
ivec15-lre_vryiwfc	polish	eval
ivec15-lre_vsbcojc	out_of_set	eval
ivec15-lre_vsconac	mandarin	prog
ivec15-lre_vslgxcc	cantonese	eval
ivec15-lre_vsllidc	tibetan	prog
ivec15-lre_vsqvtuc	out_of_set	eval
ivec15-lre_vsrkpqc	out_of_set	eval
ivec15-lre_vswqmec	kazakh	eval
ivec15-lre_vteskkc	swahili	eval
ivec15-lre_vteskzc	uzbek	prog
ivec15-lre_vtlisrc	thai	prog
ivec15-lre_vtnrgic	azerbaijani	eval
ivec15-lre_vtotscc	ukrainian	eval
ivec15-lre_vtzgrjc	out_of_set	eval
ivec15-lre_vuglphc	tibetan	eval
ivec15-lre_vugxhqc	bosnian	prog
ivec15-lre_vuitaxc	urdu	prog
ivec15-lre_vukbcmc	english	eval
ivec15-lre_vuohduc	bosnian	eval
ivec15-lre_vuqkcpc	creole	eval
ivec15-lre_vuulqjc	amharic	prog
ivec15-lre_vuyuuvc	out_of_set	eval
ivec15-lre_vuzamqc	english	prog
ivec15-lre_vuzvxbc	bengali	eval
ivec15-lre_vvaatsc	cantonese	prog
ivec15-lre_vvbndhc	french	prog
ivec15-lre_vverbxc	out_of_set	eval
ivec15-lre_vvlepic	laotian	eval
ivec15-lre_vvnzuhc	burmese	eval
ivec15-lre_vvogskc	out_of_set	eval
ivec15-lre_vvojsyc	hindi	eval
ivec15-lre_vvouyoc	georgian	prog
ivec15-lre_vvtqsdc	spanish	prog
ivec15-lre_vvvuttc	out_of_set	eval
ivec15-lre_vvwqaic	kazakh	eval
ivec15-lre_vwbndsc	out_of_set	eval
ivec15-lre_vweamhc	dari	eval
ivec15-lre_vwheafc	ukrainian	eval
ivec15-lre_vwkqufc	polish	prog
ivec15-lre_vwoqgwc	tibetan	eval
ivec15-lre_vwoxajc	tatar	eval
ivec15-lre_vxhvwkc	out_of_set	eval
ivec15-lre_vxjvirc	kazakh	eval
ivec15-lre_vxkogqc	spanish	eval
ivec15-lre_vxkumwc	creole	prog
ivec15-lre_vxkzisc	swahili	eval
ivec15-lre_vxmxmmc	kosovo	eval
ivec15-lre_vxnrybc	laotian	eval
ivec15-lre_vxnsnmc	out_of_set	eval
ivec15-lre_vxpwaqc	ukrainian	eval
ivec15-lre_vxpwwsc	out_of_set	eval
ivec15-lre_vxqahpc	uzbek	prog
ivec15-lre_vyfvihc	japanese	prog
ivec15-lre_vyjomhc	zulu	eval
ivec15-lre_vykbkuc	bengali	eval
ivec15-lre_vylbsoc	farsi	prog
ivec15-lre_vynoivc	out_of_set	eval
ivec15-lre_vysjupc	out_of_set	prog
ivec15-lre_vyuieoc	creole	eval
ivec15-lre_vzafkdc	hindi	eval
ivec15-lre_vzaogvc	korean	prog
ivec15-lre_vzcqurc	japanese	prog
ivec15-lre_vziattc	burmese	eval
ivec15-lre_vzkwlmc	out_of_set	eval
ivec15-lre_vzolwec	azerbaijani	eval
ivec15-lre_vzptoyc	russian	eval
ivec15-lre_wabrrqc	greek	eval
ivec15-lre_waiktac	thai	prog
ivec15-lre_walrixc	georgian	eval
ivec15-lre_walzqgc	zulu	eval
ivec15-lre_wambsic	pashto	eval
ivec15-lre_wamwuzc	turkish	eval
ivec15-lre_wandkfc	farsi	prog
ivec15-lre_wanmjqc	creole	eval
ivec15-lre_wapzfkc	tajik	prog
ivec15-lre_warquwc	portuguese	eval
ivec15-lre_warssqc	out_of_set	eval
ivec15-lre_wavdbnc	out_of_set	eval
ivec15-lre_wavlsic	farsi	eval
ivec15-lre_wavuzbc	russian	eval
ivec15-lre_wbbldxc	farsi	eval
ivec15-lre_wbbwkwc	out_of_set	eval
ivec15-lre_wbfncfc	amharic	eval
ivec15-lre_wbgifdc	turkish	eval
ivec15-lre_wbgvfwc	shona	prog
